Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Region,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
3415,27,Female,Boots,Footwear,42,Connecticut,Northeast,M,Maroon,Spring,3.2,No,Venmo,Next Day Air,No,No,19,Bank Transfer,Quarterly
3416,38,Female,Blouse,Clothing,54,New York,Northeast,M,Gold,Fall,3.6,No,Credit Card,2-Day Shipping,No,No,14,Bank Transfer,Annually
3417,25,Female,Sandals,Footwear,26,Alabama,South,M,Purple,Spring,2.7,No,PayPal,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3418,54,Female,Coat,Outerwear,89,Massachusetts,Northeast,M,Blue,Summer,4.6,No,PayPal,2-Day Shipping,No,No,7,Debit Card,Fortnightly
3419,53,Female,Jacket,Outerwear,95,South Carolina,South,M,Beige,Summer,4.8,No,Cash,Free Shipping,No,No,6,Debit Card,Annually
3420,23,Female,Jewelry,Accessories,47,West Virginia,South,L,Indigo,Winter,3.4,No,Venmo,Store Pickup,No,No,5,Venmo,Bi-Weekly
3421,19,Female,Hat,Accessories,30,Kentucky,Midwest,M,Purple,Winter,2.9,No,Debit Card,Express,No,No,12,PayPal,Bi-Weekly
3422,57,Female,Shoes,Footwear,31,New Jersey,Northeast,M,Maroon,Summer,2.9,No,PayPal,Free Shipping,No,No,6,PayPal,Weekly
3423,19,Female,Coat,Outerwear,25,New York,Northeast,L,Beige,Winter,2.7,No,Credit Card,Next Day Air,No,No,18,Venmo,Monthly
3424,33,Female,Boots,Footwear,92,Massachusetts,Northeast,M,Brown,Spring,4.7,No,Venmo,Next Day Air,No,No,14,PayPal,Bi-Weekly
3425,33,Female,Scarf,Accessories,69,Florida,South,L,Green,Summer,4,No,Venmo,2-Day Shipping,No,No,13,Credit Card,Monthly
3426,38,Female,Hat,Accessories,57,Michigan,Midwest,M,Blue,Summer,3.7,No,Bank Transfer,Next Day Air,No,No,11,Debit Card,Bi-Weekly
3427,47,Female,Socks,Clothing,38,Oregon,West,XL,Magenta,Fall,3.1,No,PayPal,2-Day Shipping,No,No,7,Credit Card,Annually
3428,39,Female,T-shirt,Clothing,72,Michigan,Midwest,XL,Turquoise,Winter,4.1,No,Bank Transfer,Store Pickup,No,No,8,Cash,Annually
3429,32,Female,Jewelry,Accessories,40,Washington,West,M,Gray,Fall,3.2,No,Debit Card,Next Day Air,No,No,14,Venmo,Monthly
3430,27,Female,Skirt,Clothing,32,Alaska,West,S,Purple,Winter,2.9,No,Debit Card,Express,No,No,19,Debit Card,Weekly
3431,67,Female,Socks,Clothing,45,Montana,West,M,Lavender,Winter,3.3,No,Credit Card,Next Day Air,No,No,15,Bank Transfer,Every 3 Months
3432,46,Female,Belt,Accessories,94,New Mexico,West,S,Green,Summer,4.8,No,Cash,Express,No,No,10,Venmo,Annually
3433,36,Female,Boots,Footwear,53,Connecticut,Northeast,M,Gray,Summer,3.5,No,Credit Card,2-Day Shipping,No,No,9,PayPal,Every 3 Months
3434,62,Female,Socks,Clothing,84,Alaska,West,M,Yellow,Spring,4.5,No,Cash,Free Shipping,No,No,19,PayPal,Annually
3435,31,Female,Pants,Clothing,75,Ohio,Midwest,S,Orange,Summer,4.2,No,PayPal,2-Day Shipping,No,No,14,Venmo,Fortnightly
3436,68,Female,Socks,Clothing,45,Montana,West,M,Beige,Summer,3.3,No,Debit Card,2-Day Shipping,No,No,18,Debit Card,Bi-Weekly
3437,57,Female,Belt,Accessories,88,Nebraska,Midwest,L,Peach,Winter,4.6,No,Venmo,2-Day Shipping,No,No,17,Bank Transfer,Monthly
3438,22,Female,Jacket,Outerwear,83,Oklahoma,South,S,Green,Winter,4.5,No,Venmo,2-Day Shipping,No,No,12,PayPal,Annually
3439,26,Female,Shirt,Clothing,23,Kentucky,Midwest,M,Violet,Fall,2.6,No,Debit Card,Store Pickup,No,No,14,Credit Card,Monthly
3440,43,Female,Gloves,Accessories,24,Idaho,West,M,Gray,Summer,2.6,No,Cash,Express,No,No,19,Venmo,Quarterly
3441,45,Female,Handbag,Accessories,56,Maryland,Northeast,L,Magenta,Fall,3.6,No,Credit Card,2-Day Shipping,No,No,13,PayPal,Weekly
3442,64,Female,Sweater,Clothing,93,Tennessee,South,XL,Charcoal,Fall,4.7,No,Debit Card,Standard,No,No,19,Credit Card,Annually
3443,28,Female,Skirt,Clothing,54,Michigan,Midwest,M,Violet,Spring,3.6,No,Venmo,Next Day Air,No,No,16,PayPal,Weekly
3444,47,Female,Dress,Clothing,80,Tennessee,South,L,Silver,Summer,4.3,No,PayPal,Free Shipping,No,No,5,Cash,Bi-Weekly
3445,53,Female,Pants,Clothing,81,Rhode Island,Northeast,S,Green,Summer,4.4,No,Cash,2-Day Shipping,No,No,13,Bank Transfer,Bi-Weekly
3446,42,Female,Hat,Accessories,73,Florida,South,M,Magenta,Fall,4.2,No,Venmo,Standard,No,No,12,Debit Card,Annually
3447,51,Female,Boots,Footwear,82,Louisiana,South,S,Purple,Spring,4.4,No,Debit Card,2-Day Shipping,No,No,11,Cash,Weekly
3448,62,Female,Sandals,Footwear,44,Arkansas,South,M,Blue,Fall,3.3,No,Debit Card,Express,No,No,12,Bank Transfer,Bi-Weekly
3449,18,Female,Coat,Outerwear,47,Kentucky,Midwest,S,Yellow,Winter,3.4,No,PayPal,Express,No,No,6,Bank Transfer,Fortnightly
3450,48,Female,Blouse,Clothing,55,Kansas,Midwest,M,Brown,Spring,3.6,No,PayPal,Standard,No,No,7,Cash,Monthly
3451,20,Female,Shorts,Clothing,58,Vermont,Northeast,M,Pink,Spring,3.7,No,PayPal,Store Pickup,No,No,16,PayPal,Monthly
3452,32,Female,Blouse,Clothing,44,Nevada,West,XL,Silver,Fall,3.3,No,Bank Transfer,Free Shipping,No,No,15,Credit Card,Annually
3453,26,Female,Jacket,Outerwear,24,Oklahoma,South,M,Indigo,Spring,2.6,No,Credit Card,Next Day Air,No,No,4,Venmo,Fortnightly
3454,31,Female,Shirt,Clothing,93,Alabama,South,L,Pink,Winter,4.8,No,Venmo,Standard,No,No,12,Venmo,Bi-Weekly
3455,55,Female,Handbag,Accessories,62,Louisiana,South,S,Lavender,Fall,3.8,No,Cash,Store Pickup,No,No,14,PayPal,Bi-Weekly
3456,49,Female,T-shirt,Clothing,44,Ohio,Midwest,M,Orange,Fall,3.3,No,Bank Transfer,Standard,No,No,18,Venmo,Annually
3457,42,Female,Hoodie,Clothing,63,Texas,South,M,Red,Fall,3.9,No,Bank Transfer,Express,No,No,11,Venmo,Monthly
3458,64,Female,Jewelry,Accessories,29,Maryland,Northeast,M,Gray,Summer,2.8,No,Bank Transfer,Express,No,No,17,Cash,Fortnightly
3459,68,Female,Jewelry,Accessories,23,West Virginia,South,L,Violet,Spring,2.6,No,PayPal,Standard,No,No,7,Venmo,Quarterly
3460,68,Female,Hoodie,Clothing,87,Ohio,Midwest,L,Green,Fall,4.6,No,Venmo,Express,No,No,7,PayPal,Annually
3461,41,Female,Scarf,Accessories,37,Indiana,Midwest,M,Gold,Spring,3.1,No,Credit Card,Express,No,No,16,Bank Transfer,Bi-Weekly
3462,51,Female,Shoes,Footwear,33,Wyoming,West,S,Maroon,Spring,2.9,No,Venmo,Standard,No,No,5,Cash,Quarterly
3463,44,Female,Jeans,Clothing,67,Michigan,Midwest,L,Olive,Spring,4,No,Bank Transfer,Standard,No,No,15,Credit Card,Every 3 Months
3464,27,Female,Jewelry,Accessories,41,Maine,Northeast,M,Yellow,Fall,3.2,No,Debit Card,2-Day Shipping,No,No,5,PayPal,Fortnightly
3465,36,Female,Coat,Outerwear,37,Utah,West,S,Peach,Winter,3.1,No,Debit Card,Next Day Air,No,No,12,PayPal,Annually
3466,19,Female,Backpack,Accessories,24,Iowa,Midwest,M,Gold,Spring,2.6,No,Bank Transfer,Standard,No,No,11,Debit Card,Weekly
3467,49,Female,Socks,Clothing,94,Maryland,Northeast,S,Purple,Summer,4.8,No,Debit Card,Standard,No,No,8,Bank Transfer,Annually
3468,18,Female,Scarf,Accessories,52,Texas,South,M,Charcoal,Fall,3.5,No,Bank Transfer,Next Day Air,No,No,9,Credit Card,Annually
3469,36,Female,Sunglasses,Accessories,100,Ohio,Midwest,S,Indigo,Winter,5,No,Credit Card,Standard,No,No,18,Debit Card,Quarterly
3470,36,Female,Socks,Clothing,46,North Dakota,Midwest,L,Magenta,Fall,3.4,No,Bank Transfer,Store Pickup,No,No,17,Cash,Annually
3471,19,Female,Coat,Outerwear,62,West Virginia,South,S,Olive,Summer,3.8,No,Cash,Free Shipping,No,No,14,Cash,Bi-Weekly
3472,43,Female,Sandals,Footwear,56,North Carolina,South,S,Blue,Spring,3.6,No,Cash,Store Pickup,No,No,13,Cash,Bi-Weekly
3473,31,Female,Blouse,Clothing,32,Georgia,South,S,White,Summer,2.9,No,Bank Transfer,Free Shipping,No,No,8,Debit Card,Weekly
3474,63,Female,Dress,Clothing,95,Kansas,Midwest,M,Cyan,Spring,4.8,No,Credit Card,Express,No,No,8,Cash,Weekly
3475,41,Female,Pants,Clothing,72,Maine,Northeast,M,Cyan,Winter,4.1,No,PayPal,Store Pickup,No,No,16,Venmo,Monthly
3476,48,Female,Sneakers,Footwear,75,South Carolina,South,M,Orange,Spring,4.2,No,Debit Card,Express,No,No,18,Cash,Quarterly
3477,68,Female,Boots,Footwear,23,South Carolina,South,XL,Orange,Summer,2.6,No,Credit Card,Free Shipping,No,No,20,Cash,Weekly
3478,53,Female,Handbag,Accessories,23,Kentucky,Midwest,S,Teal,Spring,2.6,No,PayPal,Store Pickup,No,No,17,Debit Card,Bi-Weekly
3479,36,Female,Handbag,Accessories,33,Arizona,West,M,Magenta,Fall,3,No,PayPal,Store Pickup,No,No,11,PayPal,Quarterly
3480,46,Female,Sweater,Clothing,81,New York,Northeast,S,Orange,Summer,4.4,No,PayPal,Standard,No,No,11,Cash,Monthly
3481,21,Female,Sandals,Footwear,96,New Hampshire,Northeast,L,Peach,Winter,4.9,No,Cash,Free Shipping,No,No,16,PayPal,Monthly
3482,52,Female,Socks,Clothing,97,Ohio,Midwest,S,Maroon,Summer,4.9,No,Credit Card,Store Pickup,No,No,13,Debit Card,Bi-Weekly
3483,66,Female,Gloves,Accessories,82,Hawaii,West,M,Gold,Winter,4.4,No,Venmo,Next Day Air,No,No,12,Debit Card,Weekly
3484,19,Female,Hoodie,Clothing,44,Texas,South,L,White,Winter,3.3,No,Venmo,Express,No,No,7,Credit Card,Every 3 Months
3485,44,Female,Dress,Clothing,63,Illinois,Midwest,L,Gray,Fall,3.8,No,Debit Card,Free Shipping,No,No,15,Credit Card,Bi-Weekly
3486,50,Female,Shirt,Clothing,20,Massachusetts,Northeast,XL,Brown,Winter,2.5,No,Debit Card,Standard,No,No,4,Debit Card,Fortnightly
3487,51,Female,Shorts,Clothing,52,North Carolina,South,L,Charcoal,Winter,3.5,No,Debit Card,Standard,No,No,18,PayPal,Weekly
3488,25,Female,Sandals,Footwear,51,West Virginia,South,L,Beige,Fall,3.5,No,Debit Card,Store Pickup,No,No,5,Bank Transfer,Annually
3489,62,Female,Sweater,Clothing,32,Delaware,Northeast,XL,Teal,Spring,2.9,No,Cash,Store Pickup,No,No,5,Cash,Quarterly
3490,48,Female,Dress,Clothing,65,Idaho,West,L,Black,Summer,3.9,No,Bank Transfer,2-Day Shipping,No,No,5,PayPal,Every 3 Months
3491,62,Female,Boots,Footwear,34,Oregon,West,M,Violet,Spring,3,No,Venmo,Store Pickup,No,No,16,Credit Card,Quarterly
3492,22,Female,Pants,Clothing,88,Maine,Northeast,M,Orange,Winter,4.6,No,Bank Transfer,Express,No,No,6,Cash,Monthly
3493,48,Female,Gloves,Accessories,57,South Dakota,Midwest,M,Turquoise,Fall,3.7,No,PayPal,Standard,No,No,13,Bank Transfer,Annually
3494,48,Female,Pants,Clothing,36,New Mexico,West,XL,Black,Winter,3.1,No,Cash,Store Pickup,No,No,16,Credit Card,Weekly
3495,62,Female,Scarf,Accessories,58,Washington,West,M,Silver,Winter,3.7,No,Credit Card,Free Shipping,No,No,8,PayPal,Quarterly
3496,24,Female,Shorts,Clothing,40,Georgia,South,XL,Gray,Spring,3.2,No,Debit Card,Free Shipping,No,No,7,Cash,Weekly
3497,39,Female,Shoes,Footwear,62,Idaho,West,M,Pink,Summer,3.8,No,Cash,Free Shipping,No,No,8,PayPal,Monthly
3498,35,Female,Handbag,Accessories,34,Colorado,West,M,Red,Spring,3,No,PayPal,Store Pickup,No,No,10,Venmo,Every 3 Months
3499,47,Female,Sandals,Footwear,46,Kentucky,Midwest,M,Lavender,Summer,3.4,No,PayPal,Standard,No,No,7,Bank Transfer,Bi-Weekly
3500,22,Female,Socks,Clothing,36,New Jersey,Northeast,L,Indigo,Fall,3,No,Bank Transfer,Next Day Air,No,No,6,PayPal,Every 3 Months
3501,38,Female,Shirt,Clothing,46,Oregon,West,S,Silver,Fall,3.4,No,Credit Card,Next Day Air,No,No,10,Debit Card,Fortnightly
3502,53,Female,Shoes,Footwear,21,Nebraska,Midwest,M,Silver,Fall,2.6,No,Bank Transfer,Standard,No,No,17,Bank Transfer,Weekly
3503,31,Female,Backpack,Accessories,39,Massachusetts,Northeast,M,Green,Fall,3.1,No,Bank Transfer,Next Day Air,No,No,12,Bank Transfer,Quarterly
3504,31,Female,Shirt,Clothing,64,Nebraska,Midwest,M,Pink,Spring,3.9,No,Cash,Free Shipping,No,No,19,Cash,Weekly
3505,65,Female,Handbag,Accessories,59,Hawaii,West,S,Violet,Fall,3.7,No,Bank Transfer,Next Day Air,No,No,8,Venmo,Monthly
3506,48,Female,Jewelry,Accessories,83,Indiana,Midwest,L,Red,Winter,4.5,No,Cash,2-Day Shipping,No,No,8,Bank Transfer,Every 3 Months
3507,18,Female,Shirt,Clothing,93,Illinois,Midwest,L,Olive,Winter,4.8,No,Venmo,2-Day Shipping,No,No,11,Cash,Fortnightly
3508,46,Female,Handbag,Accessories,69,Colorado,West,S,Purple,Spring,4,No,Bank Transfer,Store Pickup,No,No,13,Credit Card,Every 3 Months
3509,52,Female,Pants,Clothing,53,Pennsylvania,Northeast,M,Gray,Fall,3.5,No,Venmo,Standard,No,No,11,Bank Transfer,Weekly
3510,50,Female,T-shirt,Clothing,99,Ohio,Midwest,L,Brown,Winter,5,No,Cash,Next Day Air,No,No,4,Venmo,Bi-Weekly
3511,49,Female,Sneakers,Footwear,53,Pennsylvania,Northeast,S,Orange,Fall,3.6,No,Credit Card,2-Day Shipping,No,No,19,Venmo,Monthly
3512,69,Female,Jewelry,Accessories,38,Mississippi,South,M,Blue,Summer,3.1,No,Venmo,2-Day Shipping,No,No,16,Credit Card,Every 3 Months
3513,36,Female,Shirt,Clothing,86,Kentucky,Midwest,M,White,Fall,4.6,No,Bank Transfer,Free Shipping,No,No,9,Debit Card,Quarterly
3514,30,Female,Blouse,Clothing,62,Alaska,West,XL,Charcoal,Spring,3.8,No,Bank Transfer,Store Pickup,No,No,15,Credit Card,Fortnightly
3515,25,Female,Sneakers,Footwear,28,Georgia,South,XL,Gray,Winter,2.8,No,Venmo,Express,No,No,10,Cash,Monthly
3516,19,Female,Dress,Clothing,99,South Dakota,Midwest,XL,Charcoal,Winter,4.9,No,PayPal,Next Day Air,No,No,16,Debit Card,Bi-Weekly
3517,34,Female,Boots,Footwear,25,South Carolina,South,S,White,Summer,2.7,No,Venmo,Free Shipping,No,No,11,PayPal,Bi-Weekly
3518,29,Female,Skirt,Clothing,71,Tennessee,South,M,Orange,Winter,4.1,No,Debit Card,Next Day Air,No,No,14,Debit Card,Every 3 Months
3519,50,Female,Shirt,Clothing,77,Colorado,West,M,Black,Spring,4.2,No,Bank Transfer,Standard,No,No,19,PayPal,Quarterly
3520,31,Female,Shorts,Clothing,56,Wisconsin,Midwest,M,White,Winter,3.6,No,Credit Card,Next Day Air,No,No,13,Bank Transfer,Fortnightly
3521,41,Female,Hat,Accessories,51,Georgia,South,S,Brown,Spring,3.5,No,PayPal,Express,No,No,14,Bank Transfer,Monthly
3522,52,Female,Shoes,Footwear,65,Maryland,Northeast,M,Pink,Winter,3.9,No,Credit Card,Store Pickup,No,No,10,Venmo,Weekly
3523,27,Female,Pants,Clothing,36,New Jersey,Northeast,M,Yellow,Spring,3,No,Bank Transfer,Store Pickup,No,No,17,Cash,Quarterly
3524,49,Female,Backpack,Accessories,87,Nevada,West,M,Cyan,Summer,4.6,No,PayPal,Standard,No,No,12,Cash,Fortnightly
3525,69,Female,Pants,Clothing,71,Michigan,Midwest,L,Silver,Summer,4.1,No,Credit Card,Free Shipping,No,No,15,Credit Card,Monthly
3526,45,Female,Sunglasses,Accessories,35,Wyoming,West,L,Olive,Winter,3,No,PayPal,Standard,No,No,8,Bank Transfer,Annually
3527,20,Female,Sweater,Clothing,21,Massachusetts,Northeast,M,Olive,Spring,2.6,No,PayPal,Express,No,No,20,PayPal,Every 3 Months
3528,25,Female,Blouse,Clothing,35,Washington,West,S,Charcoal,Spring,3,No,Cash,Free Shipping,No,No,19,Cash,Weekly
3529,38,Female,Scarf,Accessories,74,Maine,Northeast,L,Gray,Summer,4.2,No,Cash,Free Shipping,No,No,13,PayPal,Annually
3530,55,Female,T-shirt,Clothing,48,Montana,West,S,Maroon,Winter,3.4,No,Credit Card,Next Day Air,No,No,4,Bank Transfer,Weekly
3531,62,Female,Sunglasses,Accessories,41,Oklahoma,South,L,Black,Spring,3.2,No,Bank Transfer,Express,No,No,9,PayPal,Weekly
3532,54,Female,Shoes,Footwear,94,North Dakota,Midwest,XL,Violet,Winter,4.8,No,Credit Card,2-Day Shipping,No,No,10,Cash,Quarterly
3533,61,Female,Pants,Clothing,62,Connecticut,Northeast,L,Indigo,Fall,3.8,No,Credit Card,Standard,No,No,14,Credit Card,Annually
3534,50,Female,Sneakers,Footwear,53,Texas,South,L,Yellow,Fall,3.5,No,Venmo,Standard,No,No,20,Venmo,Fortnightly
3535,65,Female,Shoes,Footwear,21,Delaware,Northeast,M,Gray,Fall,2.5,No,Venmo,Express,No,No,17,Cash,Weekly
3536,68,Female,Shorts,Clothing,37,Mississippi,South,M,Red,Summer,3.1,No,Bank Transfer,Express,No,No,10,Debit Card,Monthly
3537,55,Female,Handbag,Accessories,66,Minnesota,Midwest,L,Peach,Spring,3.9,No,Venmo,Express,No,No,4,Venmo,Monthly
3538,57,Female,Handbag,Accessories,73,Georgia,South,M,Gray,Spring,4.1,No,Venmo,Standard,No,No,18,Credit Card,Every 3 Months
3539,56,Female,Shoes,Footwear,94,Iowa,Midwest,S,White,Spring,4.8,No,Venmo,Store Pickup,No,No,13,Venmo,Monthly
3540,29,Female,Jewelry,Accessories,47,New York,Northeast,S,Green,Spring,3.4,No,Venmo,Express,No,No,11,Credit Card,Bi-Weekly
3541,24,Female,Shorts,Clothing,68,Nevada,West,M,Magenta,Spring,4,No,Bank Transfer,Free Shipping,No,No,19,Bank Transfer,Weekly
3542,59,Female,Blouse,Clothing,38,Virginia,South,M,Olive,Winter,3.1,No,Cash,Next Day Air,No,No,13,PayPal,Annually
3543,62,Female,Coat,Outerwear,62,Idaho,West,S,Olive,Spring,3.8,No,Bank Transfer,Express,No,No,6,Venmo,Weekly
3544,58,Female,Hat,Accessories,57,Colorado,West,M,Blue,Winter,3.7,No,Credit Card,Standard,No,No,17,PayPal,Every 3 Months
3545,64,Female,Socks,Clothing,80,Wisconsin,Midwest,XL,Charcoal,Fall,4.3,No,PayPal,2-Day Shipping,No,No,11,Cash,Every 3 Months
3546,48,Female,Sandals,Footwear,87,Connecticut,Northeast,M,Yellow,Spring,4.6,No,Venmo,2-Day Shipping,No,No,6,Debit Card,Annually
3547,60,Female,Scarf,Accessories,85,Kansas,Midwest,M,Violet,Summer,4.5,No,Bank Transfer,Free Shipping,No,No,16,Bank Transfer,Bi-Weekly
3548,52,Female,Scarf,Accessories,30,Pennsylvania,Northeast,L,Magenta,Summer,2.9,No,Debit Card,Standard,No,No,6,Credit Card,Annually
3549,63,Female,Blouse,Clothing,90,Utah,West,M,Red,Fall,4.6,No,Venmo,Standard,No,No,7,Debit Card,Fortnightly
3550,44,Female,T-shirt,Clothing,83,Oregon,West,M,Cyan,Summer,4.4,No,Credit Card,2-Day Shipping,No,No,7,Bank Transfer,Fortnightly
3551,63,Female,Shoes,Footwear,80,West Virginia,South,S,Orange,Winter,4.3,No,Venmo,Standard,No,No,15,Cash,Weekly
3552,66,Female,Gloves,Accessories,23,Montana,West,L,Black,Spring,2.6,No,Credit Card,Store Pickup,No,No,6,Venmo,Weekly
3553,22,Female,Sunglasses,Accessories,33,Kentucky,Midwest,M,Blue,Winter,3,No,Credit Card,Next Day Air,No,No,13,PayPal,Quarterly
3554,62,Female,Shoes,Footwear,59,Minnesota,Midwest,M,Charcoal,Spring,3.7,No,Cash,Free Shipping,No,No,20,Bank Transfer,Weekly
3555,39,Female,Dress,Clothing,53,Louisiana,South,M,Indigo,Spring,3.6,No,Bank Transfer,Free Shipping,No,No,11,Credit Card,Fortnightly
3556,25,Female,Blouse,Clothing,69,Delaware,Northeast,L,Silver,Spring,4,No,PayPal,Next Day Air,No,No,5,Cash,Quarterly
3557,70,Female,Sweater,Clothing,91,Arizona,West,M,Brown,Fall,4.7,No,Bank Transfer,Express,No,No,18,Cash,Bi-Weekly
3558,52,Female,Jacket,Outerwear,40,Nevada,West,M,Peach,Summer,3.2,No,PayPal,Next Day Air,No,No,5,PayPal,Every 3 Months
3559,68,Female,Backpack,Accessories,94,Alaska,West,L,Magenta,Summer,4.8,No,Credit Card,Standard,No,No,19,Venmo,Quarterly
3560,18,Female,Shorts,Clothing,62,Utah,West,M,Beige,Fall,3.8,No,Debit Card,Next Day Air,No,No,5,Venmo,Every 3 Months
3561,18,Female,Socks,Clothing,27,Kansas,Midwest,XL,Violet,Fall,2.7,No,Cash,Express,No,No,19,Credit Card,Annually
3562,63,Female,Sneakers,Footwear,59,North Carolina,South,L,Black,Spring,3.7,No,Cash,Standard,No,No,6,Credit Card,Fortnightly
3563,47,Female,Sneakers,Footwear,36,Maryland,Northeast,M,Cyan,Winter,3.1,No,PayPal,Free Shipping,No,No,7,Bank Transfer,Weekly
3564,43,Female,Blouse,Clothing,72,Maine,Northeast,M,Green,Summer,4.1,No,Credit Card,Standard,No,No,18,Credit Card,Every 3 Months
3565,60,Female,Gloves,Accessories,42,Illinois,Midwest,S,Brown,Summer,3.2,No,PayPal,Free Shipping,No,No,8,Venmo,Annually
3566,49,Female,Handbag,Accessories,99,Pennsylvania,Northeast,S,Gray,Spring,5,No,Cash,Store Pickup,No,No,10,PayPal,Monthly
3567,28,Female,Jeans,Clothing,40,Alaska,West,S,Orange,Spring,3.2,No,Credit Card,Next Day Air,No,No,18,Venmo,Monthly
3568,32,Female,Scarf,Accessories,91,New Mexico,West,S,Silver,Summer,4.7,No,Venmo,Next Day Air,No,No,11,Credit Card,Monthly
3569,29,Female,Sandals,Footwear,37,Arkansas,South,M,Purple,Spring,3.1,No,Cash,Next Day Air,No,No,14,PayPal,Quarterly
3570,35,Female,Sandals,Footwear,50,Alaska,West,M,Olive,Fall,3.4,No,Credit Card,Express,No,No,19,Bank Transfer,Fortnightly
3571,23,Female,Dress,Clothing,89,Louisiana,South,XL,Teal,Winter,4.6,No,PayPal,Standard,No,No,19,Debit Card,Annually
3572,70,Female,Skirt,Clothing,94,North Dakota,Midwest,M,White,Summer,4.8,No,Cash,Standard,No,No,5,Bank Transfer,Every 3 Months
3573,23,Female,Shorts,Clothing,94,Rhode Island,Northeast,M,Black,Spring,4.8,No,Bank Transfer,Standard,No,No,6,Credit Card,Monthly
3574,43,Female,Jeans,Clothing,97,Connecticut,Northeast,L,Maroon,Fall,4.9,No,Cash,Free Shipping,No,No,13,PayPal,Monthly
3575,29,Female,Socks,Clothing,94,New York,Northeast,M,Cyan,Fall,4.8,No,Cash,Express,No,No,14,Bank Transfer,Quarterly
3576,61,Female,Coat,Outerwear,94,Kentucky,Midwest,M,Violet,Fall,4.8,No,Cash,Express,No,No,19,Venmo,Bi-Weekly
3577,29,Female,Boots,Footwear,40,Maine,Northeast,L,Yellow,Spring,3.2,No,Cash,Express,No,No,5,Venmo,Bi-Weekly
3578,66,Female,Belt,Accessories,46,Missouri,Midwest,S,Yellow,Winter,3.4,No,PayPal,Standard,No,No,7,Bank Transfer,Weekly
3579,46,Female,Shoes,Footwear,63,Georgia,South,L,Olive,Winter,3.8,No,Credit Card,Standard,No,No,4,Bank Transfer,Quarterly
3580,34,Female,Scarf,Accessories,95,Arizona,West,L,Olive,Fall,4.8,No,Bank Transfer,Standard,No,No,13,Credit Card,Every 3 Months
3581,51,Female,Blouse,Clothing,96,New Hampshire,Northeast,M,Magenta,Summer,4.9,No,Bank Transfer,2-Day Shipping,No,No,17,Cash,Bi-Weekly
3582,26,Female,Dress,Clothing,34,Georgia,South,M,Orange,Fall,3,No,Venmo,Next Day Air,No,No,19,Credit Card,Weekly
3583,23,Female,Shorts,Clothing,76,California,West,S,Beige,Summer,4.2,No,Cash,2-Day Shipping,No,No,8,PayPal,Annually
3584,52,Female,Blouse,Clothing,85,Arizona,West,L,Brown,Summer,4.5,No,Debit Card,Store Pickup,No,No,15,Credit Card,Every 3 Months
3585,39,Female,Sneakers,Footwear,91,Florida,South,L,Indigo,Fall,4.7,No,Debit Card,Express,No,No,10,Debit Card,Monthly
3586,39,Female,Gloves,Accessories,44,New York,Northeast,XL,Gray,Winter,3.3,No,Cash,Standard,No,No,8,Venmo,Bi-Weekly
3587,33,Female,Hoodie,Clothing,84,Idaho,West,M,Yellow,Winter,4.5,No,PayPal,Store Pickup,No,No,6,PayPal,Bi-Weekly
3588,33,Female,Sweater,Clothing,77,Virginia,South,S,Violet,Summer,4.3,No,Debit Card,Standard,No,No,18,Debit Card,Annually
3589,23,Female,Sunglasses,Accessories,24,Michigan,Midwest,M,Magenta,Spring,2.7,No,Bank Transfer,2-Day Shipping,No,No,11,Cash,Annually
3590,31,Female,Belt,Accessories,52,New Hampshire,Northeast,M,Blue,Spring,3.5,No,Cash,Next Day Air,No,No,15,Cash,Every 3 Months
3591,27,Female,Dress,Clothing,99,South Dakota,Midwest,M,Gray,Fall,5,No,PayPal,2-Day Shipping,No,No,17,Venmo,Every 3 Months
3592,48,Female,Jacket,Outerwear,46,South Dakota,Midwest,M,Gold,Winter,3.3,No,Cash,2-Day Shipping,No,No,18,Bank Transfer,Quarterly
3593,61,Female,Boots,Footwear,93,New Jersey,Northeast,L,Lavender,Spring,4.8,No,Cash,2-Day Shipping,No,No,16,Venmo,Fortnightly
3594,63,Female,Sandals,Footwear,66,Wyoming,West,M,Black,Spring,3.9,No,Bank Transfer,Next Day Air,No,No,16,PayPal,Monthly
3595,19,Female,Scarf,Accessories,84,Alabama,South,L,Charcoal,Summer,4.5,No,PayPal,2-Day Shipping,No,No,17,Venmo,Quarterly
3596,21,Female,Blouse,Clothing,100,South Dakota,Midwest,M,Violet,Spring,5,No,Cash,Store Pickup,No,No,8,PayPal,Annually
3597,28,Female,Hoodie,Clothing,22,South Carolina,South,M,Charcoal,Spring,2.6,No,Bank Transfer,Standard,No,No,17,Cash,Fortnightly
3598,29,Female,Sunglasses,Accessories,36,New Mexico,West,M,Maroon,Summer,3.1,No,Cash,Standard,No,No,14,Bank Transfer,Quarterly
3599,23,Female,Hoodie,Clothing,55,Connecticut,Northeast,XL,Purple,Spring,3.6,No,Bank Transfer,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
3600,37,Female,Scarf,Accessories,55,Kansas,Midwest,S,Peach,Spring,3.6,No,Cash,Express,No,No,7,Cash,Weekly
